# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
71772,  9.23,  0,  1621, 23.60, 31.27, -104.33, 19.07, -162.16, -3.18, -8.90, -2.28, 1
72768,  9.23,  0,  1621, 23.60, 31.18, -104.61, 17.01, -161.67, -2.90, -9.18, -2.39, 1
73764,  9.23,  0,  1620, 23.60, 31.18, -103.62, 20.86, -161.66, -3.49, -8.90, -2.16, 1
74760,  9.23,  0,  1620, 23.60, 30.77, -97.09, 18.38, -152.19, -3.06, -9.14, -1.14, 1
75756,  9.22,  0,  1619, 23.60, 31.10, -105.62, 20.78, -169.94, -3.65, -9.26, -2.59, 1
76752,  9.22,  0,  1619, 23.60, 30.85, -100.41, 15.06, -161.73, -2.51, -9.18, -1.69, 1
77747,  9.22,  0,  1619, 23.70, 30.85, -103.57, 14.56, -165.36, -2.43, -9.10, -2.20, 1
78743,  9.22,  0,  1619, 23.70, 31.77, -104.32, 14.34, -165.93, -2.43, -9.22, -2.35, 1
79739,  9.22,  0,  1619, 23.60, 30.60, -104.32, 13.67, -164.41, -2.31, -9.22, -2.35, 1
80735,  9.22,  0,  1618, 23.60, 31.18, -103.46, 13.10, -162.35, -2.20, -9.18, -2.20, 1
81731,  9.22,  0,  1618, 23.60, 31.35, -103.81, 13.87, -163.42, -2.35, -9.26, -2.28, 1
82727,  9.21,  0,  1617, 23.60, 31.35, -103.92, 14.87, -163.63, -2.51, -9.18, -2.28, 1
83722,  9.21,  0,  1617, 23.60, 30.60, -102.24, 14.01, -160.61, -2.35, -9.22, -2.00, 1
84718,  9.21,  0,  1617, 23.60, 30.93, -103.98, 13.81, -164.95, -2.31, -9.14, -2.28, 1
85714,  9.22,  1,  1618, 23.60, 30.60, -103.92, 13.30, -163.91, -2.24, -9.18, -2.28, 1
86710,  9.22,  0,  1618, 23.60, 31.10, -102.38, 14.56, -162.14, -2.47, -9.30, -2.04, 1
87706,  9.21,  0,  1617, 23.60, 31.10, -103.98, 12.22, -162.57, -2.04, -9.14, -2.28, 1
88702,  9.21,  0,  1617, 23.60, 31.35, -104.21, 12.66, -166.50, -2.12, -9.14, -2.31, 1
89698,  9.21,  0,  1616, 23.60, 31.27, -104.49, 12.94, -163.60, -2.20, -9.26, -2.39, 1
90693,  9.21,  0,  1616, 23.60, 31.02, -100.98, 11.71, -156.68, -1.92, -9.10, -1.77, 1
91689,  9.21,  1,  1617, 23.60, 31.02, -103.46, 12.42, -161.70, -2.08, -9.18, -2.20, 1
92685,  9.21,  0,  1617, 23.70, 30.85, -104.84, 12.58, -163.76, -2.12, -9.18, -2.43, 1
93681,  9.21,  0,  1617, 23.60, 30.43, -103.51, 13.61, -162.57, -2.28, -9.14, -2.20, 1
94677,  9.21,  0,  1617, 23.70, 31.52, -99.79, 13.49, -159.21, -2.16, -8.87, -1.53, 1
95673,  9.21,  0,  1617, 23.70, 31.02, -102.58, 12.06, -163.90, -2.00, -9.14, -2.04, 1
96668,  9.20,  0,  1615, 23.70, 30.85, -100.52, 12.85, -162.13, -2.16, -9.30, -1.73, 1
97664,  9.19,  1,  1614, 23.70, 30.93, -102.45, 12.17, -164.18, -2.08, -9.41, -2.08, 1
98660,  9.19,  0,  1613, 23.70, 30.85, -100.98, 12.38, -161.83, -2.08, -9.30, -1.80, 1
99656,  9.20,  3,  1615, 23.70, 30.68, -101.17, 12.77, -162.13, -2.16, -9.34, -1.84, 1
100652,  9.20,  0,  1615, 23.70, 31.10, -101.12, 11.84, -161.35, -1.96, -9.18, -1.80, 1
101648,  9.20,  0,  1615, 23.70, 31.27, -100.56, 12.22, -160.39, -2.04, -9.26, -1.73, 1
102644,  9.18,  0,  1612, 23.70, 31.02, -98.37, 14.68, -159.05, -2.47, -9.34, -1.37, 1
103642,  8.41,  120,  1476, 23.70, 31.27, -100.37, 11.82, -155.42, -1.96, -9.22, -1.69, 1
104635,  8.20,  0,  1440, 23.70, 30.85, -99.54, 12.39, -155.71, -2.08, -9.34, -1.57, 1
105631,  8.20,  0,  1440, 23.70, 30.93, -100.71, 14.14, -160.53, -2.39, -9.34, -1.77, 1
106627,  8.20,  0,  1440, 23.70, 31.69, -100.93, 13.73, -159.72, -2.28, -9.14, -1.77, 1
107623,  8.27,  1,  1452, 23.70, 30.68, -103.80, 18.16, -162.51, -3.02, -8.94, -2.20, 1
108619,  9.87,  0,  1732, 23.70, 30.52, -107.51, 17.41, -165.99, -2.90, -8.83, -2.79, 1
109615,  9.87,  0,  1732, 23.70, 30.27, -110.76, 19.51, -169.40, -3.26, -8.59, -3.26, 1
110610,  9.87,  0,  1732, 23.70, 30.93, -109.21, 16.20, -166.94, -2.67, -8.67, -3.02, 1
111606,  9.87,  1,  1732, 23.70, 30.68, -95.78, 14.81, -150.95, -2.47, -9.30, -0.94, 1
112602,  9.86,  0,  1731, 23.70, 30.60, -99.04, 5.07, -152.88, -0.86, -9.61, -1.53, 1
113598,  9.55,  0,  1677, 23.70, 30.93, -100.08, 8.56, -152.72, -1.45, -9.49, -1.69, 1
114594,  8.11,  1,  1423, 23.60, 31.02, -100.39, 9.31, -152.21, -1.57, -9.41, -1.73, 1
115590,  8.11,  0,  1423, 23.60, 30.68, -102.63, 14.84, -155.47, -2.47, -9.10, -2.04, 1
116586,  8.11,  1,  1424, 23.60, 30.85, -103.40, 12.83, -158.79, -2.16, -9.22, -2.20, 1
117581,  8.03,  1,  1410, 23.60, 30.68, -103.58, 12.54, -158.72, -2.12, -9.26, -2.24, 1
118577,  6.59,  2,  1157, 23.60, 30.27, -105.19, 15.57, -160.02, -2.63, -9.10, -2.47, 1
119580,  577.98,  1690,  101400, 23.60, 30.02, -104.39, 16.65, -160.42, -2.79, -9.02, -2.31, 1
120570,  17.71,  0,  3108, 23.60, 31.52, -99.23, 11.85, -149.08, -2.00, -9.41, -1.53, 1
121566,  17.64,  0,  3096, 23.60, 31.10, -101.54, 14.86, -154.82, -2.55, -9.41, -1.92, 1
122562,  17.71,  2,  3108, 23.60, 30.93, -102.00, 13.30, -156.89, -2.28, -9.41, -2.00, 1
123558,  17.57,  0,  3084, 23.60, 31.02, -97.66, 9.22, -151.67, -1.53, -9.34, -1.26, 1
124551,  2.26,  4,  398, 23.60, 31.35, -93.95, 3.71, -147.97, -0.63, -9.65, -0.67, 1
125547,  2.27,  1,  399, 23.60, 31.10, -95.87, 5.15, -150.11, -0.86, -9.53, -0.98, 1
126543,  2.27,  0,  399, 23.50, 30.52, -95.41, 6.54, -149.65, -1.10, -9.53, -0.90, 1
127539,  2.26,  0,  398, 23.60, 30.93, -95.73, 6.61, -151.33, -1.14, -9.77, -0.98, 1
128535,  2.26,  0,  397, 23.60, 31.35, -95.55, 4.84, -151.09, -0.82, -9.69, -0.94, 1
129531,  2.25,  0,  395, 23.60, 30.68, -94.69, 7.54, -152.52, -1.33, -10.04, -0.82, 1
130527,  2.25,  1,  396, 23.50, 30.85, -94.56, -9.47, -138.88, 1.65, -9.85, -0.78, 1
131522,  2.25,  0,  396, 23.50, 30.85, -93.92, 2.76, -153.81, -0.47, -9.73, -0.67, 1
132518,  2.26,  1,  397, 23.50, 31.10, -93.46, 2.07, -150.60, -0.35, -9.73, -0.59, 1
133514,  2.26,  1,  398, 23.50, 30.85, -90.69, -1.39, -143.78, 0.24, -9.73, -0.12, 1
134510,  2.27,  1,  399, 23.50, 31.35, -93.92, 2.07, -151.17, -0.35, -9.73, -0.67, 1
135506,  2.27,  0,  399, 23.50, 30.68, -91.40, -0.23, -148.27, 0.04, -9.65, -0.24, 1
136502,  2.27,  0,  399, 23.50, 30.52, -87.67, -0.70, -145.18, 0.12, -9.65, 0.39, 1
137498,  2.28,  2,  401, 23.50, 30.68, -88.62, 0.23, -147.83, -0.04, -9.77, 0.24, 1
138493,  2.28,  0,  401, 23.50, 30.43, -89.06, -2.34, -146.23, 0.39, -9.61, 0.16, 1
139489,  2.28,  0,  401, 23.50, 30.10, -87.44, 0.23, -143.76, -0.04, -9.65, 0.43, 1
140485,  2.28,  0,  401, 23.50, 30.27, -90.71, 4.00, -150.03, -0.67, -9.53, -0.12, 1
141481,  2.28,  0,  401, 23.50, 30.18, -90.22, -3.78, -146.69, 0.67, -10.08, -0.04, 1
142477,  2.28,  0,  401, 23.50, 29.85, -88.14, 3.49, -148.42, -0.59, -9.65, 0.31, 1
143491,  599.52,  1753,  105180, 23.50, 30.02, -88.40, -0.00, -146.98, 0.00, -9.85, 0.27, 1
144484,  89.60,  262,  15720, 23.50, 30.27, -89.77, 0.23, -149.64, -0.04, -9.92, 0.04, 1
145467,  34.88,  0,  6120, 23.50, 30.93, -88.15, -0.23, -146.55, 0.04, -9.73, 0.31, 1
146462,  34.88,  0,  6120, 23.50, 29.85, -88.14, -0.00, -147.12, 0.00, -9.69, 0.31, 1
147458,  34.88,  0,  6120, 23.50, 29.85, -85.73, 2.84, -143.72, -0.47, -9.45, 0.71, 1
148454,  17.51,  1,  3072, 23.50, 29.68, -93.34, 0.22, -148.39, -0.04, -10.08, -0.59, 1
149488,  146.71,  429,  25740, 23.50, 30.18, -88.40, -0.00, -141.50, 0.00, -9.85, 0.27, 1
150450,  176.47,  516,  30960, 23.50, 30.43, -88.57, -6.42, -135.42, 1.06, -9.41, 0.24, 1
151478,  223.32,  653,  39180, 23.50, 30.77, -92.66, -4.43, -143.19, 0.78, -10.12, -0.47, 1
152452,  1326.27,  3878,  232680, 23.50, 30.18, -86.65, 5.51, -143.24, -1.10, -11.38, 0.67, 1
153455,  1312.93,  3839,  230340, 23.50, 30.60, -87.48, -0.92, -135.77, 0.16, -9.81, 0.43, 1
154463,  1198.71,  3505,  210300, 23.50, 30.68, -100.87, -9.59, -134.79, 1.69, -9.81, -1.88, 1
155453,  1132.70,  3312,  198720, 23.50, 30.02, -89.05, 0.24, -130.10, -0.04, -9.49, 0.16, 1
156460,  1323.88,  3871,  232260, 23.50, 30.35, -91.57, -1.57, -131.45, 0.27, -10.04, -0.27, 1
157424,  605.34,  1770,  106200, 23.50, 30.27, -87.45, 5.77, -134.32, -0.98, -9.69, 0.43, 1
158414,  69.83,  1,  12252, 23.50, 30.02, -87.66, -2.34, -124.45, 0.39, -9.61, 0.39, 1
159415,  375.85,  1099,  65940, 23.50, 30.10, -90.63, -0.00, -128.67, 0.00, -10.63, -0.12, 1
160434,  1219.23,  3565,  213900, 23.50, 30.35, -88.63, -0.69, -124.46, 0.12, -9.81, 0.24, 1
161417,  1344.74,  3932,  235920, 23.50, 30.02, -87.64, -0.94, -123.17, 0.16, -9.53, 0.39, 1
162415,  1164.51,  3405,  204300, 23.50, 29.43, -89.08, -0.46, -125.66, 0.08, -9.73, 0.16, 1
163395,  73.66,  57,  12924, 23.50, 29.77, -88.38, -0.23, -125.71, 0.04, -9.69, 0.27, 1
165391,  0.00,  0,  0, 23.50, 30.60, -88.36, 3.28, -132.56, -0.55, -9.57, 0.27, 1
166403,  582.42,  1703,  102180, 23.50, 30.10, -88.15, -0.69, -126.43, 0.12, -9.73, 0.31, 1
167387,  1267.79,  3707,  222420, 23.50, 30.60, -81.18, 11.23, -138.47, -1.73, -8.59, 1.33, 1
168391,  1255.82,  3672,  220320, 23.50, 30.35, -87.74, -0.45, -137.12, 0.08, -9.92, 0.39, 1
169384,  487.00,  1424,  85440, 23.50, 30.18, -85.53, -0.71, -136.76, 0.12, -9.53, 0.75, 1
170366,  69.76,  0,  12240, 23.50, 29.51, -83.56, -5.04, -125.48, 0.86, -9.73, 1.10, 1
171360,  52.32,  0,  9180, 23.50, 29.85, -86.77, -3.23, -133.27, 0.55, -9.73, 0.55, 1
172356,  34.88,  0,  6120, 23.50, 30.52, -89.55, -1.35, -145.01, 0.24, -10.00, 0.08, 1
173353,  22.98,  81,  4032, 23.50, 29.77, -88.94, 5.50, -153.38, -1.02, -10.59, 0.20, 1
174348,  8.89,  49,  1560, 23.50, 30.02, -94.56, 18.59, -172.11, -4.31, -12.79, -1.02, 1
175358,  127.90,  374,  22440, 23.50, 30.43, -89.27, -3.89, -153.73, 0.63, -9.22, 0.12, 1
176352,  323.87,  947,  56820, 23.50, 29.93, -86.77, -0.00, -153.48, 0.00, -9.73, 0.55, 1
177342,  846.10,  2474,  148440, 23.50, 30.10, -87.24, 0.92, -155.10, -0.16, -9.77, 0.47, 1
178346,  132.69,  388,  23280, 23.50, 30.27, -87.43, -0.00, -155.76, 0.00, -9.61, 0.43, 1
179360,  337.55,  987,  59220, 23.50, 30.10, -88.17, 0.92, -156.09, -0.16, -9.81, 0.31, 1
180338,  567.72,  1660,  99600, 23.50, 30.52, -87.92, -0.23, -155.96, 0.04, -9.73, 0.35, 1
181339,  337.21,  986,  59160, 23.50, 30.27, -86.97, 1.51, -156.98, -0.24, -8.90, 0.47, 1
182329,  214.43,  627,  37620, 23.40, 30.77, -92.88, 0.44, -164.18, -0.08, -10.12, -0.51, 1
183312,  69.76,  0,  12240, 23.50, 30.43, -87.93, 0.23, -157.86, -0.04, -9.77, 0.35, 1
184307,  52.39,  1,  9192, 23.50, 29.77, -92.01, 4.46, -164.54, -0.78, -10.04, -0.35, 1
185303,  34.95,  0,  6132, 23.50, 30.60, -86.25, 0.94, -156.56, -0.16, -9.57, 0.63, 1
186298,  17.51,  0,  3072, 23.50, 29.77, -90.23, 0.68, -162.33, -0.12, -9.92, -0.04, 1
187323,  87.89,  257,  15420, 23.50, 30.52, -87.20, -0.70, -158.59, 0.12, -9.61, 0.47, 1
188294,  317.37,  928,  55680, 23.50, 30.52, -86.74, -0.70, -156.38, 0.12, -9.65, 0.55, 1
189289,  96.10,  281,  16860, 23.50, 30.52, -86.28, 0.23, -157.85, -0.04, -9.65, 0.63, 1
190297,  403.21,  1179,  70740, 23.50, 30.68, -86.26, 0.93, -158.28, -0.16, -9.61, 0.63, 1
191281,  82.08,  180,  14400, 23.40, 29.85, -87.94, 0.46, -160.40, -0.08, -9.81, 0.35, 1
192275,  64.63,  0,  11340, 23.40, 30.52, -86.97, 0.93, -159.13, -0.16, -9.65, 0.51, 1
193270,  47.19,  0,  8280, 23.40, 30.43, -88.16, -0.00, -159.64, 0.00, -9.77, 0.31, 1
194265,  29.95,  3,  5256, 23.50, 29.93, -89.54, 1.39, -162.51, -0.24, -9.73, 0.08, 1
195345,  535.23,  1565,  93900, 23.50, 30.35, -88.87, -0.00, -161.18, 0.00, -9.96, 0.20, 1
196262,  491.45,  1437,  86220, 23.50, 30.18, -87.90, 0.23, -159.45, -0.04, -9.61, 0.35, 1
197257,  211.35,  618,  37080, 23.50, 30.43, -89.06, -2.80, -160.71, 0.47, -9.61, 0.16, 1
198249,  52.53,  0,  9216, 23.50, 29.85, -87.90, -1.17, -151.56, 0.20, -9.61, 0.35, 1
199245,  52.32,  0,  9180, 23.50, 30.60, -87.94, 0.69, -153.28, -0.12, -9.81, 0.35, 1
200252,  48.76,  203,  8556, 23.50, 30.60, -87.21, 1.16, -152.37, -0.20, -9.65, 0.47, 1
201251,  287.28,  840,  50400, 23.50, 30.10, -78.64, -0.49, -140.35, 0.08, -8.98, 1.80, 1
202232,  31.32,  0,  5496, 23.50, 29.77, -98.98, 3.53, -169.13, -0.67, -10.67, -1.69, 1
203230,  38.30,  102,  6720, 23.50, 30.68, -85.85, -0.00, -144.56, 0.00, -9.73, 0.71, 1
204258,  645.69,  1888,  113280, 23.50, 30.93, -89.37, -1.47, -154.44, 0.27, -10.71, 0.12, 1
205232,  679.89,  1988,  119280, 23.50, 30.60, -90.45, -2.92, -152.95, 0.51, -10.00, -0.08, 1
206217,  47.60,  84,  8352, 23.50, 29.93, -87.90, -1.63, -150.42, 0.27, -9.65, 0.35, 1
207216,  229.48,  671,  40260, 23.50, 30.27, -87.45, -0.00, -151.05, 0.00, -9.69, 0.43, 1
208211,  70.86,  187,  12432, 23.50, 30.68, -71.94, 7.93, -167.62, -1.57, -10.71, 3.49, 1
209217,  66.48,  191,  11664, 23.50, 30.18, -81.27, -2.82, 106.22, 0.47, -9.45, 1.45, 1
210200,  51.09,  30,  8964, 23.50, 30.27, -75.41, -0.46, 112.28, 0.08, -9.49, 2.47, 1
211206,  46.92,  23,  8232, 23.50, 30.35, -114.80, 7.56, 95.76, -0.98, -6.71, -3.10, 1
212192,  30.71,  18,  5388, 23.50, 31.02, -89.77, 1.63, 98.32, -0.27, -9.65, 0.04, 1
213190,  98.83,  289,  17340, 23.50, 31.02, -88.63, 1.15, 97.90, -0.20, -9.81, 0.24, 1
214183,  22.29,  0,  3912, 23.50, 30.43, -88.17, 1.37, 100.13, -0.24, -9.85, 0.31, 1
215179,  20.24,  0,  3552, 23.50, 30.10, -89.08, 1.85, 99.54, -0.31, -9.73, 0.16, 1
216175,  18.94,  4,  3324, 23.50, 30.10, -91.37, 2.05, 161.81, -0.35, -9.85, -0.24, 1
217170,  17.71,  0,  3108, 23.50, 30.35, -84.90, 21.45, -161.37, -3.30, -8.36, 0.75, 1
218166,  49.06,  0,  8608, 23.50, 30.52, -87.22, -0.23, -137.02, 0.04, -9.69, 0.47, 1
219162,  47.61,  1,  8354, 23.40, 30.43, -87.48, -0.23, -137.29, 0.04, -9.81, 0.43, 1
220158,  46.18,  4,  8103, 23.50, 30.52, -86.99, -1.16, -136.42, 0.20, -9.69, 0.51, 1
221154,  44.75,  3,  7851, 23.50, 30.27, -89.55, -0.00, -141.34, 0.00, -10.04, 0.08, 1
222156,  491.45,  1437,  86220, 23.40, 30.27, -88.62, -0.23, -134.74, 0.04, -9.77, 0.24, 1
223158,  32.01,  205,  5616, 23.40, 30.35, -89.26, -9.26, -117.70, 1.49, -9.14, 0.12, 1
224152,  36.32,  64,  6372, 23.40, 30.52, -89.07, -0.46, -133.13, 0.08, -9.69, 0.16, 1
225141,  36.79,  11,  6456, 23.40, 30.77, -89.08, 0.23, -133.81, -0.04, -9.77, 0.16, 1
226139,  843.71,  2467,  148020, 23.40, 30.10, -88.84, -0.70, -131.64, 0.12, -9.69, 0.20, 1
227133,  139.53,  408,  24480, 23.40, 30.27, -87.92, -0.46, -132.14, 0.08, -9.73, 0.35, 1
228129,  125.51,  367,  22020, 23.40, 30.77, -87.92, -0.23, -132.04, 0.04, -9.73, 0.35, 1
229135,  178.18,  521,  31260, 23.40, 30.10, -88.16, 0.46, -132.79, -0.08, -9.77, 0.31, 1
230118,  69.83,  1,  12252, 23.40, 31.18, -88.85, 0.23, -133.33, -0.04, -9.77, 0.20, 1
231113,  52.39,  0,  9192, 23.40, 30.77, -88.38, -0.00, -132.46, 0.00, -9.73, 0.27, 1
232110,  45.82,  159,  8040, 23.40, 30.52, -88.61, -0.00, -132.30, 0.00, -9.69, 0.24, 1
233104,  28.38,  0,  4980, 23.40, 30.10, -88.14, 0.23, -132.33, -0.04, -9.69, 0.31, 1
234101,  13.33,  35,  2340, 23.40, 29.93, -89.07, -0.00, -133.61, 0.00, -9.69, 0.16, 1
235096,  13.33,  1,  2340, 23.40, 30.02, -88.14, -0.00, -132.03, 0.00, -9.65, 0.31, 1
236092,  13.33,  0,  2340, 23.40, 30.35, -87.00, -1.15, -129.56, 0.20, -9.73, 0.51, 1
237088,  40.58,  0,  7120, 23.40, 30.52, -88.40, -0.00, -132.77, 0.00, -9.85, 0.27, 1
238083,  39.13,  0,  6865, 23.40, 30.85, -88.38, -0.23, -133.00, 0.04, -9.69, 0.27, 1
239079,  37.67,  0,  6610, 23.40, 31.10, -87.21, -0.70, -129.54, 0.12, -9.65, 0.47, 1
240075,  36.22,  0,  6355, 23.40, 30.85, -87.66, -0.70, -130.06, 0.12, -9.61, 0.39, 1
241071,  34.77,  0,  6100, 23.40, 30.35, -86.74, -0.23, -129.94, 0.04, -9.65, 0.55, 1
242067,  33.31,  0,  5845, 23.40, 30.43, -86.51, -0.70, -128.76, 0.12, -9.65, 0.59, 1
243063,  33.31,  0,  5845, 23.40, 30.60, -87.70, -0.69, -130.26, 0.12, -9.77, 0.39, 1
244059,  33.31,  0,  5844, 23.40, 30.68, -88.38, -0.23, -132.29, 0.04, -9.69, 0.27, 1
245054,  33.31,  0,  5844, 23.40, 29.93, -88.63, -0.69, -132.12, 0.12, -9.81, 0.24, 1
246050,  33.31,  0,  5844, 23.40, 30.18, -87.90, -0.47, -131.98, 0.08, -9.61, 0.35, 1
247046,  31.85,  0,  5589, 23.40, 30.27, -87.69, 0.23, -132.77, -0.04, -9.73, 0.39, 1
248042,  30.40,  0,  5334, 23.40, 30.02, -87.89, -0.00, -131.58, 0.00, -9.57, 0.35, 1
249038,  28.95,  1,  5080, 23.40, 30.77, -88.61, -0.23, -132.58, 0.04, -9.73, 0.24, 1
250034,  27.50,  0,  4825, 23.40, 30.43, -87.21, -0.47, -131.27, 0.08, -9.65, 0.47, 1
251029,  26.47,  0,  4645, 23.40, 30.10, -88.16, -0.00, -131.61, 0.00, -9.77, 0.31, 1
252025,  26.47,  0,  4645, 23.40, 30.77, -87.67, -0.23, -131.28, 0.04, -9.65, 0.39, 1
253021,  26.47,  0,  4645, 23.40, 30.85, -87.92, -0.46, -130.42, 0.08, -9.73, 0.35, 1
254017,  26.45,  0,  4642, 23.40, 29.85, -88.17, -0.23, -132.04, 0.04, -9.85, 0.31, 1
255013,  25.00,  0,  4387, 23.40, 30.02, -86.99, -0.93, -129.72, 0.16, -9.69, 0.51, 1
256009,  23.55,  0,  4132, 23.40, 31.02, -87.44, -0.23, -131.32, 0.04, -9.65, 0.43, 1
257004,  22.09,  0,  3877, 23.40, 30.43, -88.63, 0.23, -133.49, -0.04, -9.81, 0.24, 1
258000,  22.09,  0,  3877, 23.40, 30.52, -88.13, -0.23, -131.41, 0.04, -9.61, 0.31, 1
258996,  22.09,  0,  3877, 23.40, 30.35, -88.14, -0.47, -131.67, 0.08, -9.65, 0.31, 1
259992,  20.94,  0,  3674, 23.40, 30.77, -88.60, -0.00, -132.44, 0.00, -9.65, 0.24, 1
260988,  19.49,  2,  3421, 23.40, 31.02, -88.20, 3.38, -135.91, -0.59, -9.96, 0.31, 1
261984,  19.49,  0,  3421, 23.40, 30.68, -86.29, -0.00, -130.27, 0.00, -9.69, 0.63, 1
262980,  18.91,  0,  3319, 23.40, 30.52, -88.14, -0.23, -132.29, 0.04, -9.69, 0.31, 1
263983,  17.48,  3,  3067, 23.40, 30.43, -91.26, -2.31, -134.59, 0.43, -10.71, -0.24, 1
264972,  7.93,  111,  1392, 23.40, 31.52, -66.12, -8.81, -124.86, 1.22, -7.18, 3.18, 1
265967,  9.71,  28,  1704, 23.40, 31.02, -81.32, 6.82, -152.34, -0.90, -7.45, 1.14, 1
266967,  306.09,  895,  53700, 23.40, 30.52, -114.55, -6.54, -144.89, 1.26, -9.96, -4.55, 1
267959,  27.15,  0,  4764, 23.40, 30.68, -114.81, -11.85, -133.65, 2.04, -8.83, -4.08, 1
268957,  40.28,  195,  7068, 23.50, 31.10, -54.67, 17.48, -135.38, -2.39, -6.20, 4.39, 1
269961,  34.33,  24,  6024, 23.40, 30.93, -67.02, 22.99, -162.54, -3.92, -8.51, 3.61, 1
270960,  129.27,  378,  22680, 23.40, 30.68, -86.59, -7.45, -150.79, 1.73, -13.18, 0.78, 1
271942,  32.55,  2,  5712, 23.40, 29.77, -90.47, -2.37, -146.87, 0.39, -9.49, -0.08, 1
272948,  593.37,  1735,  104100, 23.40, 29.93, -85.04, 11.07, -150.98, -1.69, -8.59, 0.75, 1
273948,  270.52,  791,  47460, 23.40, 30.77, -88.85, 1.15, -143.96, -0.20, -9.77, 0.20, 1
274930,  52.46,  0,  9204, 23.40, 30.02, -87.69, -0.00, -140.68, 0.00, -9.73, 0.39, 1
275926,  35.02,  0,  6144, 23.40, 30.18, -87.21, 0.23, -139.68, -0.04, -9.65, 0.47, 1
276922,  34.95,  1,  6132, 23.40, 29.93, -86.52, 1.16, -139.57, -0.20, -9.69, 0.59, 1
277917,  17.51,  0,  3072, 23.40, 29.93, -88.14, 1.39, -145.69, -0.24, -9.69, 0.31, 1
278916,  89.26,  261,  15660, 23.40, 30.27, -87.45, 1.16, -146.38, -0.20, -9.69, 0.43, 1
279909,  17.51,  0,  3072, 23.50, 30.27, -88.36, 0.70, -148.73, -0.12, -9.61, 0.27, 1
280905,  17.92,  6,  3144, 23.40, 30.27, -87.70, 0.23, -144.60, -0.04, -9.77, 0.39, 1
281901,  17.85,  0,  3132, 23.40, 29.93, -87.42, -1.64, -143.05, 0.27, -9.57, 0.43, 1
282902,  538.99,  1576,  94560, 23.40, 29.77, -88.20, -1.35, -139.59, 0.24, -9.96, 0.31, 1
283913,  20.65,  41,  3624, 23.40, 30.35, -89.55, 0.45, -142.63, -0.08, -10.00, 0.08, 1
284893,  312.58,  914,  54840, 23.40, 30.27, -86.55, -0.00, -148.27, 0.00, -9.77, 0.59, 1
285898,  333.45,  975,  58500, 23.40, 29.77, -87.26, 0.68, -145.58, -0.12, -9.85, 0.47, 1
286892,  58.41,  48,  10248, 23.50, 30.02, -88.20, 0.90, -144.48, -0.16, -9.96, 0.31, 1
287877,  41.86,  13,  7344, 23.50, 30.52, -85.38, 2.19, -141.20, -0.35, -9.22, 0.75, 1
288877,  388.51,  1136,  68160, 23.50, 30.43, -87.23, -2.08, -134.89, 0.35, -9.73, 0.47, 1
289880,  53.07,  205,  9312, 23.50, 30.10, -88.39, 0.46, -140.00, -0.08, -9.77, 0.27, 1
290875,  39.33,  54,  6900, 23.50, 30.35, -87.45, 0.23, -137.78, -0.04, -9.69, 0.43, 1
291861,  39.39,  49,  6912, 23.50, 30.60, -90.59, -7.05, -129.05, 1.41, -11.41, -0.12, 1
292860,  218.19,  638,  38280, 23.50, 30.10, -87.93, -1.38, -136.37, 0.24, -9.77, 0.35, 1
293863,  102.94,  301,  18060, 23.50, 30.27, -83.61, 4.55, -137.42, -0.78, -9.81, 1.10, 1
294852,  377.91,  1105,  66300, 23.50, 30.27, -89.77, 0.69, -138.89, -0.12, -9.81, 0.04, 1
295857,  293.77,  859,  51540, 23.50, 30.27, -88.37, -0.23, -138.20, 0.04, -9.65, 0.27, 1
296843,  310.87,  909,  54540, 23.50, 30.68, -88.88, -0.00, -139.61, 0.00, -10.04, 0.20, 1
297836,  69.76,  0,  12240, 23.50, 30.60, -88.85, -0.69, -137.01, 0.12, -9.81, 0.20, 1
298831,  52.32,  0,  9180, 23.50, 30.43, -87.18, 0.23, -135.45, -0.04, -9.57, 0.47, 1
299834,  594.73,  1739,  104340, 23.50, 30.68, -82.36, -0.25, -134.44, 0.04, -9.06, 1.22, 1
300838,  459.30,  1343,  80580, 23.50, 30.27, -87.38, -0.24, -139.88, 0.04, -9.41, 0.43, 1
301818,  34.88,  0,  6120, 23.50, 30.02, -86.25, -2.58, -135.07, 0.43, -9.57, 0.63, 1
302818,  244.87,  716,  42960, 23.50, 30.35, -87.92, 0.46, -144.74, -0.08, -9.73, 0.35, 1
303811,  55.06,  40,  9660, 23.50, 30.35, -87.48, 1.83, -145.14, -0.31, -9.81, 0.43, 1
304807,  41.99,  64,  7368, 23.50, 30.43, -93.51, 3.94, -154.15, -0.71, -10.24, -0.63, 1
305803,  26.67,  31,  4680, 23.50, 30.52, -87.91, 0.70, -145.09, -0.12, -9.69, 0.35, 1
306810,  292.41,  855,  51300, 23.50, 30.77, -85.35, 3.71, -145.78, -0.63, -9.65, 0.78, 1
307811,  1105.34,  3232,  193920, 23.50, 30.60, -87.90, -0.93, -144.87, 0.16, -9.65, 0.35, 1
308795,  475.72,  1391,  83460, 23.50, 30.27, -87.70, -0.23, -145.05, 0.04, -9.77, 0.39, 1
